1.152167407399121579e+01,9.804927545026261626e+00,-3.126728368144267911e+00,-3.126728368144267911e+00,
2.205147620993918167e+01,1.050946997276599859e+01,1.398175127517922789e+01,1.398175127517922789e+01,
3.002182407547724452e+01,8.379564869753627576e+00,-4.032075862234352215e-01,-4.032075862234352215e-01,
7.512318370759821562e+01,1.169149108186498864e+00,-4.427057578259336879e+00,-4.427057578259336879e+00,
8.183293097477371703e+01,1.100373369525708966e+01,2.243798296804317971e+00,2.243798296804317971e+00,
8.499527584460727780e+01,1.629711331934544916e+01,2.875965607505541755e-01,2.875965607505541755e-01,
8.519794732100501733e+01,1.006877153891753274e+01,3.184460062281589288e+00,3.184460062281589288e+00,
2.500231056848024735e+01,7.522070671915690454e+00,-8.315325964652844348e-01,-8.315325964652844348e-01,
2.410364496345671625e+01,6.313458434149620047e+00,-4.018759652235400992e+00,-4.018759652235400992e+00,
2.751706910625497216e+01,1.051600677922774629e+01,6.799381158781962142e+00,6.799381158781962142e+00,
4.687828652948538632e+01,7.177854558770761173e+00,-5.072024665515161068e+00,-5.072024665515161068e+00,
5.448404179166244177e+01,4.669498643979442143e+00,8.529018260725202083e+00,8.529018260725202083e+00,
5.945660159813438383e+01,7.993586525967579348e+00,6.065758833014779583e+00,6.065758833014779583e+00,
2.788632150126440834e+01,8.461197724391496422e+00,-4.285789452881990869e+00,-4.285789452881990869e+00,
4.971237879891305766e+01,9.533779200722122482e+00,1.477754476753855961e+00,1.477754476753855961e+00,
2.087374359237646360e+01,1.134530179214875290e+01,-1.214487623222445745e+00,-1.214487623222445745e+00,
5.437862826405653749e+01,8.526635887436821548e+00,2.075884482492377892e+00,2.075884482492377892e+00,
6.341096270445363814e+01,8.121575380554151735e+00,5.328911336099604767e+00,5.328911336099604767e+00,
5.075108154384986392e+01,8.255837490578887383e+00,-1.564418821486944111e+00,-1.564418821486944111e+00,
5.477645782612234626e+01,8.712952699464143080e+00,-4.338597576817173618e-01,-4.338597576817173618e-01,
5.593341097507393300e+01,1.047161423064484964e+01,-1.514556529409930796e+00,-1.514556529409930796e+00,
4.005640862959420900e+01,8.538538631403099544e+00,-2.777075139241331758e+00,-2.777075139241331758e+00,
3.391181920910621983e+01,1.290727998589675707e+01,6.512340296933925465e+00,6.512340296933925465e+00,
3.923961122260372747e+01,7.127940382915436857e+00,1.136331978781178975e+00,1.136331978781178975e+00,
5.357008556511234332e+01,1.428112408896933161e+01,3.677467406171779363e+00,3.677467406171779363e+00,
6.198116049680987061e+01,1.205840540361664104e+00,-5.963093885734434885e+00,-5.963093885734434885e+00,
6.855694869142186576e+01,8.662565476996855196e+00,-2.160908954912642344e+00,-2.160908954912642344e+00,
3.288149040161215453e+01,5.553245063979971974e+00,3.403631470555850136e-01,3.403631470555850136e-01,
6.262752604873401907e+01,-5.389050085294142534e-01,-1.613423237985855074e+00,-1.613423237985855074e+00,
5.382968405704406223e+01,1.457301276715893223e+01,8.131593671740212415e+00,8.131593671740212415e+00,
3.677185804196234642e+01,4.473864005747653749e+00,2.290188229912178741e+00,2.290188229912178741e+00,
6.972186695846576754e+01,1.270690995730334372e+01,2.797310636179880738e+00,2.797310636179880738e+00
